Smiles;Frequency;Percentage;MoleculeFrequency;MoleculePercentage
CC(CCC1CCC(C)(C)CC1)C23CCCCC3C4(C)CCCC(C)(C)C4CC2;1;0.000;1;0.00
ccc(c1cc(cc(c1)C)C)C;1;0.000;1;0.00
CCC;215;0.017;180;0.15
c1ccc(c(c1)C)C(C)CC;1;0.000;1;0.00
*OC(O*)O[H];1;0.000;1;0.00
cc(c(c1ccccc1)C)Cc2ccccc2;1;0.000;1;0.00
CCC1CCCCC1C;4;0.000;4;0.00
C1CCCCCCC1;1;0.000;1;0.00
c-c1ccccc1;5;0.000;5;0.00
CCCCC(C)CCC(C)C1(C)CCC2C(C)(C)CCCC2(C)C1C;1;0.000;1;0.00
CCCCCC1CCC(CC)CC1;1;0.000;1;0.00
CCC(CC1C(C)CCCC1(C)C)C(C)C;1;0.000;1;0.00
CC(C)CCCC(C)C1CCC2C(C)C(CCC12C)C3(C)CCCCC3;1;0.000;1;0.00
c1ccc(cc1)C(c2ccccc2)CC;2;0.000;2;0.00
*OC1=CC=NC1=CN(*)*;1;0.000;1;0.00
*OO[H];5;0.000;5;0.00
*C(=O)N(*)C(=O)N(*)*;4;0.000;4;0.00
CCCCCC1C(C)C1(C)C;1;0.000;1;0.00
cccc(c)Cc1cccc(ccc-c2ccccc2)c1;1;0.000;1;0.00
c(c(cC)CCC)C;1;0.000;1;0.00
CCC(C)C1CCCC1(C)CC;1;0.000;1;0.00
c1ccccc1;259;0.021;204;0.17
c1ccc(cc1)-c2cccc3c2cccc3C;1;0.000;1;0.00
CCCC(C)(C)C;1;0.000;1;0.00
CCC1C(C)CCC2C(C)(C)CCCC12C;1;0.000;1;0.00
c1ccc(cc1)-cccc2cccc(c2)-c(cc3ccccc3)c-c4ccccc4;1;0.000;1;0.00
c1ccc(cc1)cc2ccccc2C;1;0.000;1;0.00
*C(=O)OCOC=C;2;0.000;2;0.00
*C(=O)N(*)n(*)*;1;0.000;1;0.00
*N(*)C(=O)C=NO[H];3;0.000;2;0.00
c1ccc(cc1)C(cccccC)C;4;0.000;4;0.00
c1ccc(cc1)CC(C)C(C)CC;1;0.000;1;0.00
*OC(O[H])C1OC1;1;0.000;1;0.00
*OCOCOC=C;1;0.000;1;0.00
*OC(O[H])C=C;1;0.000;1;0.00
c1cc(cc2ccc(cc12)CC(C)C)C;1;0.000;1;0.00
c1ccc(cc1)CC(C)CCCCC;1;0.000;1;0.00
c1ccc(cc1)-cc(c(c-c2ccccc2)C)C;1;0.000;1;0.00
c1ccc(cc1)C2CCC3CC23;1;0.000;1;0.00
CCC(C)C(C)C1C(C)C1(C)C;1;0.000;1;0.00
CCCCCC1(C)CCCC(C)(C)C1C;1;0.000;1;0.00
CCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C;1;0.000;1;0.00
CCCCCC12CCCC2C3CCC4CCCCC4C3CC1;1;0.000;1;0.00
CCCCC1C(C)CCC(C(C)C)C1CC(C)CC;1;0.000;1;0.00
CCC1C(C2CCC(C)C2)C1(C)CCC3CCC(C)C3;1;0.000;1;0.00
CCCCCCCCCC;4;0.000;4;0.00
*C(=O)N(*)C(=C)C=C;1;0.000;1;0.00
*OC(=O)C(=NN(*)*)C=NN(*)*;1;0.000;1;0.00
c1ccc2c(c1)-c3ccc(cc3C(C)C2)C(C)Cc4ccccc4C;1;0.000;1;0.00
CC1(C)CCCC23CC(CC12)C4CCCCC3C4;1;0.000;1;0.00
*OC(=O)C(=CO[H])C(*)=O;1;0.000;1;0.00
c1ccc(cc1)CCC(C)(CCC)CCCC(C)CCCC(C)C;1;0.000;1;0.00
ccc;10;0.001;10;0.01
*OC=c([cH]=C)n(*)*;1;0.000;1;0.00
CCCCCCCCCCCCCCCCCCCCCC;2;0.000;2;0.00
CCCCCC(C)(C)CCCC;1;0.000;1;0.00
ccc(c)CCCC(C)CCCC(C)(C)CC;1;0.000;1;0.00
CCC1CCC2C(C)(CCC3(C)C4CC(C)(C)CCC4(C)CCC23C)C1;1;0.000;1;0.00
CC(C)CCCC(C)C1CCC2(C)C3CCC4C(C)(C)CCCC54CC35CCC12C;1;0.000;1;0.00
c1ccc(cc1)c2ccc(c(c2)CCCCCC(C)C)C;1;0.000;1;0.00
c1ccc(cc1)cccC;3;0.000;3;0.00
c1ccc(c(c1)CC)CC;1;0.000;1;0.00
ccc(c1cccc(c1)CCC(C)C)C;1;0.000;1;0.00
*OC(O[H])(C=C)C1OC1;1;0.000;1;0.00
CCC1C(C)(C)CCCC1(C)C;1;0.000;1;0.00
cccccCCCCC(C)C;1;0.000;1;0.00
CCC(C)C(C)C(C)(C)CC;1;0.000;1;0.00
O=C1OC(=C(Br)Br)C(Br)=C1;1;0.000;1;0.00
ccC;3;0.000;3;0.00
CCCC(C)CC;8;0.001;8;0.01
cccc-cccc;1;0.000;1;0.00
ccc(c)CCC(C)C(C)CC;1;0.000;1;0.00
CCCCCC;26;0.002;23;0.02
*N=CC(O*)=CC(*)=O;1;0.000;1;0.00
c1ccc2c(c1)CCC(CC)C2(C)CC;1;0.000;1;0.00
*C(=O)C(*)=O;2;0.000;2;0.00
CC(C)C1CCC2(C)C1CCC3C4(C)CCCC(C)(C)C4CCC32C;1;0.000;1;0.00
*OS(*)(=O)=O;1;0.000;1;0.00
c1ccc(cc1)CCCc2ccccc2;2;0.000;2;0.00
CCCCCC(C)(C)CC;1;0.000;1;0.00
ccc1cCC2C(C)C(CCC2C1C)C(C)(C)CC;1;0.000;1;0.00
O=C1C=CC(=O)C=C1;1;0.000;1;0.00
cCc1ccccc1CC;1;0.000;1;0.00
c1cc(cc(c1)C)C;8;0.001;7;0.01
C(=C)=CC=CC=CC=CC=CC=C;1;0.000;1;0.00
CCCCC(C)(C)CC;1;0.000;1;0.00
O=C1OC(=C)C=C1;3;0.000;3;0.00
cccccC;4;0.000;4;0.00
c1ccc(cc1)CCC2(C)C(CC)CCC2CCC;1;0.000;1;0.00
ccc1ccc(cc1)CCC;1;0.000;1;0.00
CCC1CCC2C3(C)CCC(C(C)C)C3(C)CCC42CC14;1;0.000;1;0.00
c1cc(ccc1C(C)C)C2(C)CCCC(C)(C)C2C;1;0.000;1;0.00
CCC(C)C(CC)CC;1;0.000;1;0.00
C=C;581;0.047;388;0.32
c1ccc(cc1)-c2cc(cc3ccccc32)C;2;0.000;2;0.00
*OC(=O)C=CN(*)*;1;0.000;1;0.00
c1ccc(cc1)CC(C)C;3;0.000;3;0.00
cc1ccccc1c2cccc(c2)C;1;0.000;1;0.00
CCCC(C)(CC)CCC(C)CC;1;0.000;1;0.00
ClC=CCl;1;0.000;1;0.00
c1ccc(cc1)c(c-c2cccc(c2)C)C;1;0.000;1;0.00
CCCC(C)CCCCCC(C)CC;1;0.000;1;0.00
c1ccc(cc1)CC(c2cccc(c2)CCC)C;1;0.000;1;0.00
*OCOCOC(*)=O;2;0.000;2;0.00
*C(=O)N(*)CO[H];1;0.000;1;0.00
*N(*)C=CC(=O)N(*)*;1;0.000;1;0.00
CCCCC(C)C1CCC2(C)CC(CC)CC2C1C;1;0.000;1;0.00
CCCCC(C)C(C)CC;1;0.000;1;0.00
c1cc(cc(c1)CC)C;4;0.000;4;0.00
*C(=O)C=C1C=CC(=O)C(O[H])=C1;1;0.000;1;0.00
CCCC(C)C(C)CC;2;0.000;2;0.00
c;43;0.003;36;0.03
cC(C)CC;3;0.000;3;0.00
N#C;10;0.001;10;0.01
CCCC1CCCC1;1;0.000;1;0.00
O=C(C=C)C1OC1;1;0.000;1;0.00
CCC(C)C1CCC2C(CC)C(C)(CC)CCC12C;1;0.000;1;0.00
CCCCC;401;0.033;241;0.20
cccccC(C)CC;1;0.000;1;0.00
c1ccc(cc1)-cccc2cccc(c2)-c3cccc(-cccc4ccccc4)c3;1;0.000;1;0.00
*C(=O)OC(*)=O;1;0.000;1;0.00
c1ccc(cc1)CCC(C)C;3;0.000;3;0.00
c1ccc(cc1)CCCCCCCCCCCCc2cccc(c2)C;1;0.000;1;0.00
c1ccc(cc1)cc2cccc(c2)C;1;0.000;1;0.00
O=C(C#CC#C)C=C;1;0.000;1;0.00
C;1711;0.139;762;0.62
*C(=O)OC1=CC(=O)C(O[H])=CC1=O;1;0.000;1;0.00
*N(*)*;111;0.009;99;0.08
c1cc(ccc1C)C;3;0.000;3;0.00
CCC1CCC2C(C)(CC)CCCC2(C)C1C;1;0.000;1;0.00
CCC1CC(C)(C)CCC1(C)C;1;0.000;1;0.00
cc(c(cCC)C)CC;1;0.000;1;0.00
*OS(=O)(=O)O[H];9;0.001;6;0.00
cc(c)Ccc(c1ccccc1)CC;1;0.000;1;0.00
CC1(C)CCCC23CC(CC12)C4CCC5CC4C3C5;1;0.000;1;0.00
c1cc(ccc1C)C(C)C;1;0.000;1;0.00
ccc1ccccc1;11;0.001;11;0.01
c1ccc2ccccc2c1;1;0.000;1;0.00
*OC(=O)C=CC(*)=O;2;0.000;2;0.00
c1cc(ccC(C)C)cc(c1)CCC(C)C;1;0.000;1;0.00
CC(C)CC(C)(C)C;1;0.000;1;0.00
*C(*)=O;227;0.018;188;0.15
c1ccc(c(c1)CCCCCC)C(C)CC;1;0.000;1;0.00
*N=CSCO*;1;0.000;1;0.00
O1CC1;39;0.003;39;0.03
CCCCC(C)C1CCC2(C)CCCC2C1C;2;0.000;2;0.00
c1ccc(cc1)CCCCCCCCCCCCC;3;0.000;3;0.00
C#CC#CC#CC=C;1;0.000;1;0.00
cc(c)c(c)C;1;0.000;1;0.00
C=C1C=CC=C1;1;0.000;1;0.00
c1cc2c(cc1C)C(CCC2C)C(C)CC;1;0.000;1;0.00
CC1(C)C2CCC1(C)CC2;1;0.000;1;0.00
*C(=O)N(*)S(*)(=O)=O;1;0.000;1;0.00
*OC(=O)C=CN(*)C(=O)C=C;1;0.000;1;0.00
